Typ;Nr;Namn;Address1;Address2;Address3;Address4;Address5;RT90x;RT90y
Butik;1518;;Kungsgatan 34 C;;441 31;ALINGSÅS;Västra Götalands län;6427551;1306408
Butik;1519;;Boråsvägen 31;;S-511 54;KINNA;Västra Götalands län;6380032;1313398
Butik;1520;;Centrumvägen 2;;S-458 30;FÄRGELANDA;Västra Götalands län;6500094;1278395
Butik;1521;;Ale Torg 7;;449 31;NÖDINGE;Västra Götalands län;6424765;1277112
Butik;1522;;Kungsgatan 26;;447 30;VÅRGÅRDA;Västra Götalands län;6438464;1323059
Butik;1523;;Storgatan 44;;524 30;HERRLJUNGA;Västra Götalands län;6442707;1336008
Butik;1524;Åhaga;Trandögatan 14;;504 33;BORÅS;Västra Götalands län;6401927;1329428
Butik;1601;;Stockholmsvägen 3;;542 33;MARIESTAD;Västra Götalands län;6511419;1385293
Butik;1602;;Götgatan 15;;531 31;LIDKÖPING;Västra Götalands län;6489673;1345483
Butik;1603;;Torggatan 8;;467 30;GRÄSTORP;Västra Götalands län;6472149;1317025
Butik;1604;;Drottninggatan 10;;534 31;VARA;Västra Götalands län;6463409;1332769
Butik;1605;;Marumsgatan 15;;532 32;SKARA;Västra Götalands län;6475931;1361412
Butik;1606;;Hertig Johans Torg 4;;541 30;SKÖVDE;Västra Götalands län;6475762;1385361
Butik;1607;;Hamngatan 18;;544 30;HJO;Västra Götalands län;6465432;1411254
Butik;1608;;Gamla Torget 8;;S-522 31;TIDAHOLM;Västra Götalands län;6452299;1391282
Butik;1609;;Stora Torget 17;;521 42;FALKÖPING;Västra Götalands län;6450806;1367442
Butik;1610;;Storgatan 9;;546 30;KARLSBORG;Västra Götalands län;6490319;1424625
Butik;1611;;Järnvägsgatan 6 E;;533 30;GÖTENE;Västra Götalands län;6491764;1365254
Butik;1612;;Kyrkogatan 24;;545 30;TÖREBODA;Västra Götalands län;6510932;1402673
Butik;1613;;Storgatan 9;;547 30;GULLSPÅNG;Västra Götalands län;6541820;1401555
Butik;1614;;Centrumgatan 6;;S-543 30;TIBRO;Västra Götalands län;6479182;1404123
Butik;1616;;Järnvägsgatan 3 B;;465 30;NOSSEBRO;Västra Götalands län;6455705;1318578
Butik;1617;;Nolhagavägen 1;;541 38;SKÖVDE;Västra Götalands län;6477695.781;1386164.972
Butik;1701;;Drottninggatan 26-28;;652 25;KARLSTAD;Värmlands län;6586578;1368895
Butik;1702;Bergvik;Frykmans Väg 1;;653 46;KARLSTAD;Värmlands län;6586511;1364710
Butik;1703;;Järnvägsgatan 24;;667 30;FORSHAGA;Värmlands län;6603439;1368458
Butik;1704;;Storgatan 16 B;;665 30;KIL;Värmlands län;6600907;1359402
Butik;1705;;Sundsgatan 28;;661 42;SÄFFLE;Värmlands län;6560265;1335483
Butik;1706;;Storgatan 23;;671 31;ARVIKA;Värmlands län;6619304;1318961
Butik;1707;;Storgatan 7;;683 32;HAGFORS;Värmlands län;6659178;1382397
Butik;1708;;Viktoriagatan 3;;682 30;FILIPSTAD;Värmlands län;6622613;1408032
Butik;1709;;Kungsgatan 43;;681 31;KRISTINEHAMN;Värmlands län;6577521;1403434
Butik;1710;;Kvarngatan 13;;686 30;SUNNE;Värmlands län;6638225;1350845
Butik;1711;;Tallbacksvägen 21 B;;684 30;MUNKFORS;Värmlands län;6637352;1373131
Butik;1712;;Nya Torget 3;;685 30;TORSBY;Värmlands län;6671785;1344587
Butik;1713;;Storgatan 47;;672 30;ÅRJÄNG;Värmlands län;6591426;1291427
Butik;1714;;Sveagatan 99;;664 34;GRUMS;Värmlands län;6584556;1346860
Butik;1715;;Helga Görlins gata 1;;673 32;CHARLOTTENBERG;Värmlands län;6645511;1303206
Butik;1716;;Åråsvägen 5;;663 30;SKOGHALL;Värmlands län;6580620;1366872
Butik;1717;;Djupadalsgatan 12;;688 30;STORFORS;Värmlands län;6602209;1413282
Butik;1801;;Kungsgatan 11;;702 11;ÖREBRO;Örebro län;6572350;1466318
Butik;1802;Marieberg;Säljarevägen 3;;702 31;ÖREBRO;Örebro län;6566551;1461925
Butik;1803;Eurostop;Prologgatan 8;;703 70;ÖREBRO;Örebro län;6575072;1465487
Butik;1804;Tybblekullen;Sörbyängsvägen 26;;S-702 18;Örebro;Örebro län;6570316.365;1467267.854
Butik;1805;;Stortorget 4;;694 30;HALLSBERG;Örebro län;6549588;1460167
Butik;1806;;Köpmangatan 22;;692 30;KUMLA;Örebro län;6556259;1462092
Butik;1807;;Väderkvarnsgatan 15;;696 30;ASKERSUND;Örebro län;6528921;1447992
Butik;1808;;Herrgårdsgatan 12;;693 31;DEGERFORS;Örebro län;6569387;1421650
Butik;1809;;K-Center;;691 31;KARLSKOGA;Örebro län;6579082;1427086
Butik;1810;;Storgatan 11;;713 31;NORA;Örebro län;6600107;1456605
Butik;1811;;Kristinavägen 41;;711 30;LINDESBERG;Örebro län;6608414;1467292
Butik;1812;;Sikforsvägen 26;;712 30;HÄLLEFORS;Örebro län;6630191.6;1428310.132
Butik;1813;;Centrumtorget 19;;695 30;LAXÅ;Örebro län;6541043;1431858
Butik;1814;;Gruvfogdegatan 1;;714 30;KOPPARBERG;Örebro län;6639883;1454506
Butik;1815;;Stickspåret 2 B;;716 30;FJUGESTA;Örebro län;6561805;1446651
Butik;1901;City;Vasagatan 21;;722 15;VÄSTERÅS;Västmanlands län;6610357;1541718
Butik;1902;Erikslund;Traversgatan 10 A;;721 38;VÄSTERÅS;Västmanlands län;6611057;1537057
Butik;1903;Hälla;Stockholmsvägen 136 B;;721 34;VÄSTERÅS;Västmanlands län;6610119;1545973
Butik;1905;;Drottninggatan 15;;S-736 31;KUNGSÖR;Västmanlands län;6589258;1516549
Butik;1906;;Nygatan 27;;732 30;ARBOGA;Västmanlands län;6586051;1502063
Butik;1907;;Stora Gatan 17;;731 31;KÖPING;Västmanlands län;6599275;1510907
Butik;1908;;Järntorget 1;;737 40;FAGERSTA;Västmanlands län;6653992;1499222
Butik;1909;;Rådmansgatan 10;;733 30;SALA;Västmanlands län;6644843;1544814
Butik;1910;;Hammartorget 5 B;;734 30;HALLSTAHAMMAR;Västmanlands län;6610514;1523914
Butik;1911;;Köpmangatan 27-29;;735 31;SURAHAMMAR;Västmanlands län;6620947;1523433
Butik;1912;;Malmgatan 18;;738 31;NORBERG;Västmanlands län;6660611;1506687
Butik;1913;;Centralvägen 7;;739 30;SKINNSKATTEBERG;Västmanlands län;6634583;1493752
Butik;1914;;Torgvägen 10;;S-740 46;ÖSTERVÅLA;Uppsala län;6674481;1576154
Butik;2001;;Falugatan 2;;791 71;FALUN;Dalarnas län;6721055;1490379
Butik;2002;;Norra Backagatan 5 A;;781 70;Borlänge;Dalarnas län;6706901;1478715
Butik;2003;;Sveagatan 9;;784 33;BORLÄNGE;Dalarnas län;6707745;1479525
Butik;2004;Centrumgallerian;Åsgatan 64;;776 30;HEDEMORA;Dalarnas län;6684395;1509970
Butik;2005;;Kungsgatan 13;;S-774 30;AVESTA;Dalarnas län;6669751;1520173
Butik;2006;;Fredsgatan 15;;771 32;LUDVIKA;Dalarnas län;6670163;1465651
Butik;2007;;Kyrkogatan 19;;792 30;MORA;Dalarnas län;6766057;1431471
Butik;2008;;Grönlandsvägen 35;;782 31;MALUNG;Dalarnas län;6731415;1385645
Butik;2009;;Norsgatan 26;;793 30;LEKSAND;Dalarnas län;6735090;1456013
Butik;2010;;Centrumhuset;;780 67;SÄLEN;Dalarnas län;6784834;1363436
Butik;2011;;Allégatan 25;;780 50;VANSBRO;Dalarnas län;6711482;1413122
Butik;2012;;Storgatan 10;;795 30;RÄTTVIK;Dalarnas län;6752012;1462817
Butik;2013;;Dalgatan 81 H;;796 31;ÄLVDALEN;Dalarnas län;6791723;1405053
Butik;2014;;Johan Ahlbäcks plats 4;;777 30;SMEDJEBACKEN;Dalarnas län;6669319;1478203
Butik;2015;;Centralgatan 2;;794 30;ORSA;Dalarnas län;6778711;1436114
Butik;2016;Djurås;Industrivägen 8;;785 61;Djurås;Dalarnas län;6715955;1463428
Butik;2017;;Gränsgatan 3;;783 30;SÄTER;Dalarnas län;6692029;1497090
Butik;2018;;HSB vägen 1;;790 91;IDRE;Dalarnas län;6864331;1337672
Butik;2101;Gallerian Nian;Drottninggatan 9;;S-803 20;GÄVLE;Gävleborgs län;6729282;1573017
Butik;2102;;Valbo köpcentrum;;S-818 32;VALBO;Gävleborgs län;6724634;1565034
Butik;2103;;Ingenjörsgatan 5;;S-802 93;GÄVLE;Gävleborgs län;6726051;1573316
Butik;2104;;Köpmangatan 19;;S-811 39;SANDVIKEN;Gävleborgs län;6722927;1553068
Butik;2105;;Långgatan 10;;S-821 41;BOLLNÄS;Gävleborgs län;6805328.138;1532453.231
Butik;2106;;Köpmangatan 9;;S-826 30;SÖDERHAMN;Gävleborgs län;6799176;1566956
Butik;2107;;Norra Kyrkogatan 14;;S-824 30;HUDIKSVALL;Gävleborgs län;6846803;1568579
Butik;2108;;Skolgatan 16;;S-813 30;HOFORS;Gävleborgs län;6714419;1526334
Butik;2109;;Norra Järnvägsgatan 45;;S-827 32;LJUSDAL;Gävleborgs län;6857131;1515447
Butik;2110;;Långgatan 17;;S-828 32;EDSBYN;Gävleborgs län;6806764;1500674
Butik;2111;;Södra Åsgatan 32;;S-816 30;OCKELBO;Gävleborgs län;6752952;1549492
Butik;2112;;Storgatan 21;;S-820 70;BERGSJÖ;Gävleborgs län;6875286;1565683
Butik;2201;;Köpmangatan 1;;S-871 30;HÄRNÖSAND;Västernorrlands län;6948615;1609425
Butik;2202;;Sjögatan 16;;S-852 30;SUNDSVALL;Västernorrlands län;6920873.651;1577712.733
Butik;2203;Birsta Sundsvall;Gesällvägen 3;;857 53;SUNDSVALL;Västernorrlands län;6926706;1578992
Butik;2204;;Affärsgatan 7;;S-862 31;KVISSLEBY;Västernorrlands län;6910642;1581590
Butik;2205;;Kungsgatan 5 B;;S-872 30;KRAMFORS;Västernorrlands län;6981575;1600380
Butik;2206;;Storgatan 48;;S-881 30;SOLLEFTEÅ;Västernorrlands län;7007344;1573592
Butik;2207;;Köpmangatan 9;;S-891 33;ÖRNSKÖLDSVIK;Västernorrlands län;7023480;1645959
Butik;2208;;Köpmangatan 29;;S-861 31;TIMRÅ;Västernorrlands län;6931348;1578320
Butik;2209;;Järnvägsgatan 7;;841 33;ÅNGE;Västernorrlands län;6934732;1492360
Butik;2210;;Storgatan 16;;S-880 40;RAMSELE;Västernorrlands län;7047771;1533111
Butik;2211;;Hästmarksvägen 6;;S-891 38;ÖRNSKÖLDSVIK;Västernorrlands län;7024846.11;1646857.026
Butik;2301;;Kyrkgatan 66;;831 34;ÖSTERSUND;Jämtlands län;7007887;1441257
Butik;2302;Lillänge;Hagvägen 11;;831 48;ÖSTERSUND;Jämtlands län;7007314.071;1443898.059
Butik;2304;;Riksvägen 39;;840 60;BRÄCKE;Jämtlands län;6959854;1480312
Butik;2305;;Fjällvägen 5;;842 32;SVEG;Jämtlands län;6880776;1424301
Butik;2306;;Storgatan 6;;833 35;STRÖMSUND;Jämtlands län;7082667;1487869
Butik;2307;;Gastkullevägen 1 A;;830 05;JÄRPEN;Jämtlands län;7028588;1382580
Butik;2308;;Centralgatan 12;;840 70;HAMMARSTRAND;Jämtlands län;7000105;1527694
Butik;2309;;Centrumvägen 3 B;;840 40;SVENSTAVIK;Jämtlands län;6962636;1429898
Butik;2310;;Årevägen 49;;830 13;ÅRE;Jämtlands län;7034720;1364196
Butik;2311;;Genvägen 8;;835 31;KROKOM;Jämtlands län;7024879;1432153
Butik;2312;;Sjöängsvägen 2;;840 95;FUNÄSDALEN;Jämtlands län;6941718;1331640
Butik;2401;Wasagallerian;Västra Kyrkogatan 11;;903 29;UMEÅ;Västerbottens län;7087476;1719625
Butik;2402;;Strömpilsplatsen 29;;907 43;UMEÅ;Västerbottens län;7084539;1721578
Butik;2403;Solbacken;Varugatan 22;;931 76;SKELLEFTEÅ;Västerbottens län;7194766;1748182
Butik;2404;;Nygatan 50;;931 31;SKELLEFTEÅ;Västerbottens län;7192850;1744990
Butik;2405;;Östra Järnvägsgatan 7;;911 32;VÄNNÄS;Västerbottens län;7094798;1693670
Butik;2406;;Storgatan 25;;921 31;LYCKSELE;Västerbottens län;7168584;1637531
Butik;2407;;Volgsjövägen 44;;912 32;VILHELMINA;Västerbottens län;7169070;1540787
Butik;2408;;Stationsgatan 5;;923 31;STORUMAN;Västerbottens län;7222084;1561529
Butik;2409;;Storgatan 33;;919 31;ÅSELE;Västerbottens län;7118097;1575237
Butik;2410;;Storgatan 23;;930 70;MALÅ;Västerbottens län;7234228;1637580
Butik;2411;;Strandvägen 5;;924 32;SORSELE;Västerbottens län;7271704;1579670
Butik;2412;;Parkvägen 1;;917 31;DOROTEA;Västerbottens län;7128524;1529609
Butik;2413;;Affärsvägen 1;;914 31;NORDMALING;Västerbottens län;7056398;1683270
Butik;2414;;Storgatan 72;;935 32;NORSJÖ;Västerbottens län;7206096;1673847
Butik;2415;;Järnvägsallén 9;;922 32;VINDELN;Västerbottens län;7127675;1690009
Butik;2416;Ersboda;Formvägen 4;;S-906 21;UMEÅ;Västerbottens län;7090353;1720981
Butik;2417;;Storgatan 29 B;;S-915 31;ROBERTSFORS;Västerbottens län;7130412;1744865
Butik;2418;;Storgatan 6;;916 31;BJURHOLM;Västerbottens län;7095993;1667171
Butik;2419;;Blå Vägen 35;;920 66;HEMAVAN;Västerbottens län;7302219;1467062
Butik;2501;;Storgatan 61;;S-972 31;LULEÅ;Norrbottens län;7290735;1792780
Butik;2503;Storheden;Besiktningsvägen 19 A;;S-973 45;LULEÅ;Norrbottens län;7294037;1787226
Butik;2504;;Storgatan 65;;941 32;PITEÅ;Norrbottens län;7257994;1764136
Butik;2505;;Drottninggatan 8b;;961 35;BODEN;Norrbottens län;7315107;1768520
Butik;2506;;Norra Esplanaden 6;;953 31;HAPARANDA;Norrbottens län;7329547;1879644
Butik;2507;;Geologgatan 7 B;;981 31;KIRUNA;Norrbottens län;7535647;1685990
Butik;2508;;Hantverkaregatan 15;;982 31;GÄLLIVARE;Norrbottens län;7457070;1710575
Butik;2509;;Stationsgatan 21 A;;933 32;ARVIDSJAUR;Norrbottens län;7280877;1655389
Butik;2510;;Strandgatan 10;;952 33;KALIX;Norrbottens län;7325614;1834308
Butik;2511;;Berggatan 9;;962 32;JOKKMOKK;Norrbottens län;7395623;1678246
Butik;2512;;Skolgatan 27;;942 31;ÄLVSBYN;Norrbottens län;7295626;1739060
Butik;2513;;Medborgarvägen 3;;984 31;PAJALA;Norrbottens län;7477304;1826393
Butik;2514;;Hemvägen 11;;957 31;ÖVERTORNEÅ;Norrbottens län;7387007;1850363
Butik;2515;;Storgatan 15 B;;938 31;ARJEPLOG;Norrbottens län;7329629;1594572
Butik;2516;;Tvärgatan 2;;S-956 31;ÖVERKALIX;Norrbottens län;7376273;1815037
Ombud;011703-91A;Svartsö Lanthandel;Alsviks brygga;;130 34;SKÄLVIK;Stockholms län;6595281.244;1663159.456
Ombud;011703-92A;Ingmarsö Livs;Ingmarsö Byväg 3;;130 25;INGMARSÖ;Stockholms län;6597669;1667028
Ombud;011703-96A;Östanå Livs;Grönborgsvägen 30 Östanå färjläge;;184 93;ÅKERSBERGA;Stockholms län;6606368.693;1656603.219
Ombud;011703-97D;Linanäs Gästhamn;Linanäsvägen 140;;184 97;LJUSTERÖ;Stockholms län;;
Ombud;012002-90A;Konsum Möja;Berg;;130 43;MÖJA;Stockholms län;6591320;1674156
Ombud;012003-90B;Ica Nära Stavsnäs;Stavsnäs Gärde;;139 70;STAVSNÄS;Stockholms län;6577247;1664393
Ombud;012003-91A;Westerbergs Livs;SANDHAMN;;130 39;SANDHAMN;Stockholms län;6584383;1675775
Ombud;012003-92B;Harö Livs;Harö Brygga, Gummerholmen;;130 39;SANDHAMN;Stockholms län;6584381.693;1675829.077
Ombud;012003-93C;Runmarö Lanthandel;Styrsvik 125;;13038;RUNMARÖ;Stockholms län;6576788;1667043
Ombud;012004-90A;Guns Livs;Solvik;;130 36;NÄMDÖ;Stockholms län;6563650;1664392
Ombud;012502-90C;Adelsö Butik;Hovgården 9;;178 92;ADELSÖ;Stockholms län;;
Ombud;013603-90A;Utö Livs AB;Gruvbryggan;;130 56;UTÖ;Stockholms län;6541447;1645107
Ombud;013604-92A;Butiken på Ornö;Kyrkviken;;130 55;ORNÖ;Stockholms län;6550243.908;1647524.786
Ombud;013605-90C;RånöButiken;Skogsvillan;;130 56;UTÖ;Stockholms län;6535544;1636674
Ombud;013607-90A;Sandells Livs AB;Herrviksvägen 2;;148 95;MUSKÖ;Stockholms län;6547293;1636072
Ombud;018107-90A;ICA Köpcenter;Storgatan 4;;153 30;JÄRNA;Stockholms län;6553432;1600868
Ombud;018110-90A;Coop Hölö;Centralvägen 11;;153 71;HÖLÖ;Stockholms län;6546240.25;1599487.236
Ombud;018802-90A;Arholma Handel;Norrbyvägen 1;;764 54;ARHOLMA;Stockholms län;6641473.851;1685079.855
Ombud;018803-90B;Ica Barometern;Simpnäsvägen 560;;760 40;VÄDDÖ;Stockholms län;6645948;1676515
Ombud;018803-91A;Grisslehamns Livs AB;Centrum;;760 45;GRISSLEHAMN;Stockholms län;6668418;1666984
Ombud;018803-92A;Pappersstugan;Norrtäljevägen 3;;764 30;VÄDDÖ;Stockholms län;6653881;1667667
Ombud;018805-90B;Singöaffären;Singövägen 243;;760 45;GRISSLEHAMN;Stockholms län;6674987.834;1663201.886
Ombud;018808-91A;ICA Nära Edsbro;Uppsalavägen 3;;762 98;EDSBRO;Stockholms län;6644944;1650198
Ombud;018821-90B;Vätö Livs AB;Harg;;760 21;VÄTÖ;Stockholms län;6636528;1676904
Ombud;018822-91A;Ica Gräddö;Ica Gräddö;;760 15;GRÄDDÖ;Stockholms län;6631375;1681564
Ombud;018822-92B;Öbutiken Tjockö;Tjockö by 8;;761 96;TJOCKÖ;Stockholms län;6630453.198;1686296.704
Ombud;018823-91A;Spillersboda Lanthandel;Spillersbodavägen 198;;761 97;NORRTÄLJE;Stockholms län;6624387;1671374
Ombud;018824-90B;ICA Blidö;Oxhalsö;;760 17;BLIDÖ;Stockholms län;6617411;1677453
Ombud;018825-91B;ICA Nära Bergshamra;Hästängen;;760 10;BERGSHAMRA;Stockholms län;6616985;1660448
Ombud;019202-90B;Coop nära Sorunda;Kyrkgatan 1;;148 70;SORUNDA;Stockholms län;6547189;1616629
Ombud;030505-90D;Skokloster Lanthandel AB;Slottsskogsleden 19;;746 96;SKOKLOSTER;Uppsala län;6620414;1601836
Ombud;033101-90B;Heby Spel & Tobak;Kyrkogatan 7;;744 31;HEBY;Uppsala län;6647135.298;1559047.558
Ombud;033105-90A;Ica Tärnsjö;Norra Storgatan 6;;740 45;TÄRNSJÖ;Uppsala län;6671194;1562514
Ombud;036006-90C;Ica Nära Södersfors;Nygatan 16;;815 76;SÖDERFORS;Uppsala län;6697279.809;1579111.581
Ombud;036007-91B;Coop Konsum Karlholmsbruk;Nöttövägen 1;;819 40;KARLHOLMSBRUK;Uppsala län;6712674;1599947
Ombud;036008-91A;Ica Torget;Ol-andersvägen 1;;819 30;SKÄRPLINGE;Uppsala län;6707617;1607481
Ombud;036009-92A;Kastbergs Livs;Edvallavägen 19;;819 64;HÅLLNÄS;Uppsala län;6714874;1613837
Ombud;038014-90A;Handlarn Järlåsa;Salavägen 6;;740 21;JÄRLÅSA;Uppsala län;6641585;1577927
Ombud;038021-91C;Handlarn Oxsätra;Oxsätra 29;;743 87;BÄLINGE;Uppsala län;;
Ombud;038024-91E;Tempo Vattholma;Malmvågsvägen 7;;743 50;VATTHOLMA;Uppsala län;6656926;1607556
Ombud;038031-90A;Coop Nära Almunge;Lövsta;;740 10;ALMUNGE;Uppsala län;6641932;1624371
Ombud;038126-90A;Örsundsbro Livs;Enköpingsvägen 9;;749 06;ÖRSUNDSBRO;Uppsala län;6624934;1584660
Ombud;038131-91C;Tempo Fjärdhundra;Stora vägen 15;;749 70;FJÄRDHUNDRA;Uppsala län;6629106.242;1563140.156
Ombud;038200-91B;Coop Konsum Östhammar;Klockstapelgatan 1;;742 21;ÖSTHAMMAR;Uppsala län;6685016;1642091
Ombud;038209-91C;Ullis Bazar;Centrumvägen 6;;747 31;ALUNDA;Uppsala län;6662783;1626774
Ombud;038211-91B;Ica Supermarket Gimo;Köpmangatan 1;;747 02;GIMO;Uppsala län;6675086;1632060
Ombud;038213-91A;ICA Brukskanonen;Dannemoravägen 3;;748 31;ÖSTERBYBRUK;Uppsala län;6677142;1615639
Ombud;038228-90A;ICA Knuten;Lindgården;;740 12;KNUTBY;Uppsala län;6645996;1637674
Ombud;042801-90A;Coop Nära Högsjö;Hästhagsvägen 1;;640 10;HÖGSJÖ;Södermanlands län;6545153;1492223
Ombud;046105-91A;ICA Nära Strandhallen;Dagavägen 13;;646 51;STJÄRNHOV;Södermanlands län;6551471;1569195
Ombud;048005-91B;Coop Nära Nävekvarn;Nyköpingsvägen 9;;611 76;NÄVEKVARN;Södermanlands län;6501339;1557793
Ombud;048007-91D;Handlarn Jönåker;Stationsvägen 12;;611 70;JÖNÅKER;Södermanlands län;6514026;1553182
Ombud;048010-90B;Handlarn Vrena;Tärnövägen 4;;611 73;VRENA;Södermanlands län;6542650.723;1568671.485
Ombud;048020-90A;Coop Nära Tystberga;Stationsvägen 12;;611 74;TYSTBERGA;Södermanlands län;6526011;1582719
Ombud;048207-91A;Coop Konsum;Celsings Allé 13;;640 30;HÄLLEFORSNÄS;Södermanlands län;6559236;1539566
Ombud;048302-90C;Björkviks Handel;Vedebyvägen 5;;640 20;BJÖRKVIK;Södermanlands län;6524327;1540988
Ombud;048308-90B;Ica Nära Julitahallen;Doktorsvägen 1;;643 60;JULITA;Södermanlands län;6558704;1515059
Ombud;048415-91B;Ica Nära Stora Sundby;Bergalid;;640 40;STORA SUNDBY;Södermanlands län;6572389;1517828
Ombud;048420-90A;Coop Nära Ärla;Stationsvägen 10;;640 43;ÄRLA;Södermanlands län;6573842;1549627
Ombud;051302-90C;Ulrika Butik och Café ek. förening;Gammalkilsvägen 9;;590 53;ULRIKA;Östergötlands län;6444725;1478101
Ombud;051304-90C;ICA Nära Vahlströms;Kisamorsväg 2;;590 42;HORN;Östergötlands län;6419920;1501766
Ombud;051305-90A;Hycklinge Bensin & Service AB;Hycklingevägen 8;;590 42;HORN;Östergötlands län;6422163;1506813
Ombud;051309-91A;Ica Supermarket Rimforsa;Kalmarvägen 24;;590 43;RIMFORSA;Östergötlands län;6445939;1492930
Ombud;056102-91A;Pepparkvarnen Nära dig;Grebovägen 17;;585 95;LINKÖPING;Östergötlands län;6464232;1503482
Ombud;056104-90A;Tempo Björsäter;Björsäter;;597 94;ÅTVIDABERG;Östergötlands län;6465327;1515581
Ombud;056104-91A;Sjöberga Lanthandel;KVARNVIK SJÖBERGA;;597 96;ÅTVIDABERG;Östergötlands län;6452628;1533265
Ombud;056203-91C;Handlarn i Igelfors;Regnavägen 8;;612 95;FINSPÅNG;Östergötlands län;;
Ombud;056204-91C;Coop Nära Rejmyre;Glasbruksvägen 32;;610 14;REJMYRE;Östergötlands län;6523228;1507104
Ombud;056302-90B;Matöppet Ringarum;Gamla Landsvägen 42;;610 41;RINGARUM;Östergötlands län;6467920;1537568
Ombud;058009-91B;Ica Nära Bestorp;Bonäsvägen 4.;;589 65;BESTORP;Östergötlands län;;
Ombud;058010-92B;Skeda Udde, Pepparkvarnens livs;Haraldsbovägen 12;;585 97;LINKÖPING;Östergötlands län;6430667.464;1511519.279
Ombud;058019-90A;Ica Nära Brunnby;Vallbytorpsvägen 1;;590 73;LJUNGSBRO;Östergötlands län;6485727;1482362
Ombud;058109-91C;Ica Supermarket Skärblacka;Skogsängsvägen 13;;617 32;SKÄRBLACKA;Östergötlands län;6494703.937;1507710.323
Ombud;058112-91C;Ica nära Norsholm;Norsholmsvägen 24;;610 21;NORSHOLM;Östergötlands län;6486896;1509433
Ombud;058115-90A;Coop Krokek;Sjöviksvägen 78;;618 30;KOLMÅRDEN;Östergötlands län;6505946;1532428
Ombud;058125-90A;ICA Supermarket Östra Husby;Bygdevägen 7;;610 24;VIKBOLANDET;Östergötlands län;6495094;1544355
Ombud;058127-91C;Arkösunds Livs;Fyrvägen 2;;610 25;VIKBOLANDET;Östergötlands län;6485834;1565876
Ombud;058207-92B;Bottna Lanthandel;Midgård;;614 97;SÖDERKÖPING;Östergötlands län;6474981;1550630
Ombud;058208-91A;Sankt Anna Handel AB;Lagnö, Norra Finnö;;614 98;ST ANNA;Östergötlands län;6471190;1558160
Ombud;058305-91A;Östensons Livs Borensberg;Hällsätersleden 3;;590 31;BORENSBERG;Östergötlands län;6493410;1469246
Ombud;058309-90A;ICA Nära Fornåsa;Industrigatan 2;;590 33;FORNÅSA;Östergötlands län;6484060;1466199
Ombud;058322-90B;Ica Nära Tjällmo;Länsvägen 60;;590 34;TJÄLLMO;Östergötlands län;6510285;1474104
Ombud;058603-91A;Coop Konsum Skänninge;Mjölbygatan 12;;596 33;SKÄNNINGE;Östergötlands län;6474602;1457982
Ombud;058614-91B;Önnebo Lanthandel;Dalhem;;595 91;MJÖLBY;Östergötlands län;6456488;1469071
Ombud;064203-90C;Brandstorps Livs;Kyrkliden 2;;566 93;BRANDSTORP;Jönköpings län;6442616.259;1405640.748
Ombud;066209-91C;Coop Smålandsstenar;Malmgatan 12;;333 31;SMÅLANDSSTENAR;Jönköpings län;6340023;1355423
Ombud;066210-90A;ICA Nära Danielssons Burseryd;Storgatan 1;;330 26;BURSERYD;Jönköpings län;6344764;1347673
Ombud;066216-90B;Matglädjen Tempo;Torget;;330 21;REFTELE;Jönköpings län;6340859;1366191
Ombud;066501-91B;Ica Supermarket Vaggeryd;Järnvägsgatan 2;;567 30;VAGGERYD;Jönköpings län;6376049.516;1400692.259
Ombud;068009-90B;Coop Nära Visingsö;Norrbovägen 5;;560 34;VISINGSÖ;Jönköpings län;6436679.013;1413369.992
Ombud;068024-90A;Konsum Unnaryd;Bolmenvägen 2;;310 83;UNNARYD;Hallands län;6316514;1361597
Ombud;068203-91B;Citykiosken;Sandsjövägen 22;;571 61;BODAFORS;Jönköpings län;6376125.265;1433904.54
Ombud;068207-91A;Coop Konsum Forserum;Jönköpingsvägen 2;;571 78;FORSERUM;Jönköpings län;6397939.94;1420685.392
Ombud;068209-90C;ICA Nära Malmbäck;Torget 5;;570 21;MALMBÄCK;Jönköpings län;6384284;1419570
Ombud;068302-90A;ICA Nära i Bredaryd;Storgatan 8;;330 10;BREDARYD;Jönköpings län;6340533;1374969
Ombud;068521-90A;Ica Nära Landsbro;Brobygränd;;570 12;LANDSBRO;Jönköpings län;6360754;1445521
Ombud;068602-91B;Mariannelunds Måleri / Engdahls;Västra Storgatan 2;;598 98;MARIANNELUND;Jönköpings län;6387985;1486165
Ombud;068605-91A;ICA Nära Hjältevad;Storgatan 8;;570 32;HJÄLTEVAD;Jönköpings län;6389476;1472409
Ombud;076003-90B;Storgatan 57;Storgatan 57;;360 73;LENHOVDA;Kronobergs län;6318699.411;1468579.901
Ombud;076005-90A;Coop Nära Älghult;Måleråsvägen 1 A;;360 76;ÄLGHULT;Kronobergs län;6320298;1485950
Ombud;076005-91A;ICA Nära Alstermo;Storgatan 19;;360 75;ALSTERMO;Kronobergs län;6316569;1490536
Ombud;076103-91A;Coop Konsum i Kosta;Stora Vägen 49;;360 52;KOSTA;Kronobergs län;6301948;1475008
Ombud;076302-91A;ICA Nära Ryd;Värendsgatan 2;;360 10;RYD;Kronobergs län;6260358;1431447
Ombud;076303-91A;Matöppet Rävemåla;Gamla Vägen 20;;360 23;ÄLMEBODA;Kronobergs län;6269801;1466872
